layer,rmse,maxerr,95pct,median,llama_version,num_parameter,processing_type,quant_type,dim,threshold_low,threshold_high,imat,model_name,n_elements,bits_per_weight,size,ppl,hellaswag
global,0.00067027,0.0625,0.0014,0.0004,3.1,8B,F16,prec,1,07,07,False,3.1-8B-ZFPprec07:07_1_NOI,8030261312,7.328242,7015.19,5.8486,79.075
global,0.00253947,0.15966797,0.0052,0.0016,3.1,8B,F16,rate,3,4.50,4.50,False,3.1-8B-ZFPrate4.50:4.50_3_NOI,8030261312,4.500912,4308.64,8.372,72.225
global,0.00250338,0.26626587,0.005,0.0014,3.1,8B,F16,IQ3_XS,,,,True,3.1-8B-IQ3_XS+WII,8030261312,3.497681,3348.27,6.8588,77.475
global,0.00357856,0.22070312,0.007,0.0022,3.1,8B,F16,Q2_K_S,,,,True,3.1-8B-Q2_K_S+WII,8030261312,2.969745,2842.88,8.1635,71.225
global,0.00100026,0.10577393,0.002,0.0006,3.1,8B,F16,rate,4,6.00,8.00,True,3.1-8B-ZFPrate6.00:8.00_4_WII,8030261312,6.029837,5772.25,5.9062,79.55
global,0.00760239,0.54229736,0.0154,0.0044,3.1,8B,F16,rate,2,3.00,3.00,False,3.1-8B-ZFPrate3.00:3.00_2_NOI,8030261312,3.000962,2872.77,2317288.9047,25.75
global,0.00216614,0.25769043,0.0044,0.0014,3.1,8B,F16,IQ3_M,,,,True,3.1-8B-IQ3_M+WII,8030261312,3.762754,3602.02,6.8116,77.675
global,0.00203324,0.19311523,0.0042,0.0012,3.1,8B,F16,rate,4,5.00,5.00,False,3.1-8B-ZFPrate5.00:5.00_4_NOI,8030261312,5.000895,4787.27,7.0615,76.175
global,0.01031878,0.09362793,0.0198,0.007,3.1,8B,F16,accu,1,0.12,0.12,False,3.1-8B-ZFPaccu0.12:0.12_1_NOI,8030261312,2.771653,2653.25,1945245.0448,24.675
global,0.0002542,0.02087402,0.0006,0.0002,3.1,8B,F16,rate,4,8.00,8.00,False,3.1-8B-ZFPrate8.00:8.00_4_NOI,8030261312,8.000796,7659.02,5.6512,79.9
global,0.00550456,0.37823486,0.0112,0.0032,3.1,8B,F16,rate,2,3.50,3.50,False,3.1-8B-ZFPrate3.50:3.50_2_NOI,8030261312,3.500945,3351.39,36012.4908,24.5
global,0.00195606,0.11547852,0.0038,0.0014,3.1,8B,F16,Q3_K_S,,,,True,3.1-8B-Q3_K_S+WII,8030261312,3.642883,3487.27,6.8266,77.5
global,0.00695093,0.41845703,0.0138,0.0042,3.1,8B,F16,rate,3,3.00,3.00,False,3.1-8B-ZFPrate3.00:3.00_3_NOI,8030261312,3.000962,2872.77,1336082.6581,25.65
global,0.01396427,0.94726562,0.028,0.0082,3.1,8B,F16,prec,3,05,05,False,3.1-8B-ZFPprec05:05_3_NOI,8030261312,1.49801,1434.02,69582820.3712,26.55
global,0.00195902,0.13964844,0.004,0.0012,3.1,8B,F16,rate,2,5.00,5.00,False,3.1-8B-ZFPrate5.00:5.00_2_NOI,8030261312,5.000895,4787.27,7.1536,76.1
global,0.0,0.0,0.0002,0.0002,3.1,8B,F16,BF16,,,,False,3.1-8B-BF16+NOI,8030261312,16.000531,15317.02,5.6309,79.7
global,0.00591676,0.33630371,0.0118,0.0034,3.1,8B,F16,IQ1_M,,,,True,3.1-8B-IQ1_M+WII,8030261312,2.146018,2054.34,24.6367,50.025
global,0.00307346,0.30888367,0.0064,0.0016,3.1,8B,F16,rate,1,6.00,6.00,False,3.1-8B-ZFPrate6.00:6.00_1_NOI,8030261312,6.000862,5744.52,2935119.2245,40.5
global,0.00091228,0.05404663,0.0018,0.0006,3.1,8B,F16,Q4_K_M,,,,True,3.1-8B-Q4_K_M+WII,8030261312,4.894384,4685.3,5.7911,79.3
global,0.00046688,0.0267334,0.001,0.0004,3.1,8B,F16,Q5_1,,,,True,3.1-8B-Q5_1+WII,8030261312,6.037661,5779.74,5.6742,79.65
global,0.00487014,0.42041016,0.0098,0.0026,3.1,8B,F16,prec,3,07,07,False,3.1-8B-ZFPprec07:07_3_NOI,8030261312,3.514445,3364.31,3330650.0549,26.475
global,0.01043825,0.38867188,0.0196,0.0068,3.1,8B,F16,TQ2_0,,,,False,3.1-8B-TQ2_0+NOI,8030261312,2.517341,2409.8,1191762.2275,25.95
global,0.00295442,0.18212891,0.006,0.0018,3.1,8B,F16,rate,4,4.50,4.50,False,3.1-8B-ZFPrate4.50:4.50_4_NOI,8030261312,4.500912,4308.64,10.4465,66.975
global,0.00101684,0.08215332,0.0022,0.0006,3.1,8B,F16,rate,4,6.00,6.00,False,3.1-8B-ZFPrate6.00:6.00_4_NOI,8030261312,6.000862,5744.52,5.9762,78.975
global,0.00170104,0.11474609,0.0036,0.0008,3.1,8B,F16,Q3_K_L,,,,True,3.1-8B-Q3_K_L+WII,8030261312,4.297863,4114.27,6.0581,78.175
global,0.00352812,0.14624023,0.0074,0.002,3.1,8B,F16,Q2_K,,,,False,3.1-8B-Q2_K+NOI,8030261312,3.159345,3024.38,8.4568,72.325
global,0.00588377,0.36669922,0.012,0.0034,3.1,8B,F16,rate,4,3.50,3.50,False,3.1-8B-ZFPrate3.50:3.50_4_NOI,8030261312,3.500945,3351.39,49201.2176,25.25
global,0.00248672,0.23048401,0.0052,0.0014,3.1,8B,F16,IQ3_M,,,,False,3.1-8B-IQ3_M+NOI,8030261312,3.762754,3602.02,8.5744,72.075
global,0.00487463,0.70025635,0.0098,0.0028,3.1,8B,F16,IQ2_XXS,,,,True,3.1-8B-IQ2_XXS+WII,8030261312,2.382364,2280.59,16.2166,60.2
global,0.00272956,0.02322388,0.0054,0.0018,3.1,8B,F16,accu,3,0.12,0.12,False,3.1-8B-ZFPaccu0.12:0.12_3_NOI,8030261312,4.12207,3945.98,459.9186,37.95
global,0.00169776,0.11474609,0.0034,0.001,3.1,8B,F16,rate,3,5.00,8.00,True,3.1-8B-ZFPrate5.00:8.00_3_WII,8030261312,5.031368,4816.44,6.4002,77.625
global,0.00536774,0.04681396,0.0108,0.0036,3.1,8B,F16,accu,2,0.12,0.12,False,3.1-8B-ZFPaccu0.12:0.12_2_NOI,8030261312,3.033277,2903.7,2069010.0461,23.3
global,0.00299868,0.33526611,0.0058,0.0018,3.1,8B,F16,prec,4,09,09,False,3.1-8B-ZFPprec09:09_4_NOI,8030261312,4.399105,4211.18,18813.0171,24.875
global,7.487e-05,0.00350952,0.0002,0.0002,3.1,8B,F16,Q8_0,,,,True,3.1-8B-Q8_0+WII,8030261312,8.500779,8137.64,5.6328,79.65
global,0.00418429,0.41838074,0.0086,0.0022,3.1,8B,F16,IQ2_M,,,,True,3.1-8B-IQ2_M+WII,8030261312,2.929364,2804.23,10.8186,68.675
global,0.01466549,0.99853516,0.0286,0.009,3.1,8B,F16,prec,4,06,06,False,3.1-8B-ZFPprec06:06_4_NOI,8030261312,1.394547,1334.97,20495336.5049,24.375
